instance,family,vcpu,memory,cpu,arch,gpu,gpu_mem,net,storage,gen,usd_hr
m6idn.16xlarge,General purpose,64,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,100000 Megabit,2 x 1900 NVMe SSD,Yes,5.09184
r8a.16xlarge,Memory optimized,64,512 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,30000 Megabit,EBS only,Yes,5.11232
c9gd.24xlarge,Compute optimized,96,192.0 GiB,AWS Graviton5 Processor,64-bit,,NA,50 Gigabit,3 x 1900 NVMe SSD,Yes,5.1264
c8a.24xlarge,Compute optimized,96,192 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,40000 Megabit,EBS only,Yes,5.17296
vt1.24xlarge,Media Accelerator Instances,96,192 GiB,Intel Xeon Platinum 8259CL,64-bit,,NA,25000 Megabit,EBS only,Yes,5.2
x8i.12xlarge,Memory optimized,48,768 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,22500 Megabit,EBS only,Yes,5.25192
g7e.8xlarge,GPU instance,32,256 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,1,96 GB,100 Gigabit,1 x 1900 NVMe SSD,Yes,5.26824
c8id.24xlarge,Compute optimized,96,192 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,40000 Megabit,2 x 2850 NVMe SSD,Yes,5.32224
r8id.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,30000 Megabit,1 x 3800 NVMe SSD,Yes,5.32224
r5dn.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,75 Gigabit,4 x 600 NVMe SSD,Yes,5.344
x2gd.16xlarge,Memory optimized,64,1024 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,2 x 1900 SSD,Yes,5.344
m8ib.16xlarge,General purpose,64,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,66.66 Gigabit,EBS only,Yes,5.34656
m8in.16xlarge,General purpose,64,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,EBS only,Yes,5.34656
m5d.24xlarge,General purpose,96,384 GiB,Intel Xeon Platinum 8175,64-bit,,NA,25 Gigabit,4 x 900 NVMe SSD,Yes,5.424
r5a.24xlarge,Memory optimized,96,768 GiB,AMD EPYC 7571,64-bit,,NA,20 Gigabit,EBS only,Yes,5.424
i3en.12xlarge,Storage optimized,48,384 GiB,Intel Xeon Platinum 8175,64-bit,,NA,50 Gigabit,4 x 7500 NVMe SSD,Yes,5.424
c6i.32xlarge,Compute optimized,128,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,EBS only,Yes,5.44
r6a.24xlarge,Memory optimized,96,768 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,37500 Megabit,EBS only,Yes,5.4432
c6in.24xlarge,Compute optimized,96,192 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,150000 Megabit,EBS only,Yes,5.4432
i4i.16xlarge,Storage optimized,64,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,35000 Megabit,4 x 3750 NVMe SSD,Yes,5.491
i8g.16xlarge,Storage optimized,64,512 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 37.5 Gigabit,4 x 3750GB,Yes,5.4912
d2.8xlarge,Storage optimized,36,244 GiB,Intel Xeon E5-2676 v3 (Haswell),64-bit,,NA,10 Gigabit,24 x 2000 HDD,No,5.52
m6a.32xlarge,General purpose,128,512 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,5.5296
m8gd.24xlarge,General purpose,96,384 GiB,AWS Graviton4 Processor,64-bit,,NA,40 Gigabit,3 x 1900 NVMe SSD,Yes,5.53536
m7a.24xlarge,General purpose,96,384 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,37500 Megabit,EBS only,Yes,5.56416
r6in.16xlarge,Memory optimized,64,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,100000 Megabit,EBS only,Yes,5.57856
r8idn.12xlarge,Memory optimized,48,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75 Gigabit,1 x 2850 NVMe SSD,Yes,5.62728
r8idb.12xlarge,Memory optimized,48,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,1 x 2850 NVMe SSD,Yes,5.62728
r8g.24xlarge,Memory optimized,96,768 GiB,AWS Graviton4 Processor,64-bit,,NA,40 Gigabit,EBS only,Yes,5.65536
g5.12xlarge,GPU instance,48,192 GiB,AMD EPYC 7R32,64-bit,4,96 GB,40 Gigabit,1 x 3800 GB NVMe SSD,Yes,5.672
c8gn.24xlarge,Compute optimized,96,192 GiB,AWS Graviton4 Processor,64-bit,,NA,300 Gigabit,EBS only,Yes,5.688
c8gb.24xlarge,Compute optimized,96,192 GiB,AWS Graviton4 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,5.688
i8ge.12xlarge,Storage optimized,48,384 GiB,AWS Graviton4 Processor,64-bit,,NA,75 Gigabit,4 x 7500 NVMe SSD,Yes,5.6952
m6id.24xlarge,General purpose,96,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,37500 Megabit,4 x 1425 NVMe SSD,Yes,5.6952
m5n.24xlarge,General purpose,96,384 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,100 Gigabit,EBS only,Yes,5.712
im4gn.16xlarge,Storage optimized,64,256 GiB,AWS Graviton2 Processor,64-bit,,NA,100 Gigabit,4 x 7500 SSD,Yes,5.82067
r8gb.16xlarge,Memory optimized,64,512 GiB,AWS Graviton4 Processor,64-bit,,NA,133.333 Gigabit,EBS only,Yes,5.82976
r8gn.16xlarge,Memory optimized,64,512 GiB,AWS Graviton4 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,5.8298
m8a.24xlarge,General purpose,96,384 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,40000 Megabit,EBS only,Yes,5.84256
r7iz.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,25000 Megabit,EBS only,Yes,5.952
c8i.32xlarge,Compute optimized,128,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50000 Megabit,EBS only,Yes,5.99744
m9gd.24xlarge,General purpose,96,384.0 GiB,AWS Graviton5 Processor,64-bit,,NA,50 Gigabit,3 x 1900 NVMe SSD,Yes,6.0336
i7i.16xlarge,Storage optimized,64,512 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 37.5 Gigabit,4 x 3750 NVMe SSD,Yes,6.0403
r5.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Platinum 8175,64-bit,,NA,25 Gigabit,EBS only,Yes,6.048
r6i.24xlarge,Memory optimized,96,768 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,37500 Megabit,EBS only,Yes,6.048
m8idb.16xlarge,General purpose,64,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,66.66 Gigabit,1 x 3800 NVMe SSD,Yes,6.11008
m8idn.16xlarge,General purpose,64,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,1 x 3800 NVMe SSD,Yes,6.11008
m6i.32xlarge,General purpose,128,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,EBS only,Yes,6.144
i7ie.12xlarge,Storage optimized,48,384 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 50 Gigabit,4 x 7500 NVMe SSD,Yes,6.2376
r6idn.16xlarge,Memory optimized,64,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,100000 Megabit,2 x 1900 NVMe SSD,Yes,6.25248
x8g.16xlarge,Memory optimized,64,1024 GiB,AWS Graviton4 Processor,64-bit,,NA,30 Gigabit,EBS only,Yes,6.2528
m8id.24xlarge,General purpose,96,384 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,40000 Megabit,2 x 2850 NVMe SSD,Yes,6.26496
r5ad.24xlarge,Memory optimized,96,768 GiB,AMD EPYC 7571,64-bit,,NA,20 Gigabit,4 x 900 NVMe SSD,Yes,6.288
d3en.12xlarge,Storage optimized,48,192 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,75 Gigabit,24 x 14000 HDD,Yes,6.30864
r7i.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,37500 Megabit,EBS only,Yes,6.3504
c6id.32xlarge,Compute optimized,128,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,4 x 1900 NVMe SSD,Yes,6.4512
inf2.24xlarge,Machine Learning ASIC Instances,96,384 GiB,AMD EPYC 7R13 Processor,64-bit,6,192 GB,50 Gigabit,EBS only,Yes,6.49063
m5dn.24xlarge,General purpose,96,384 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,100 Gigabit,4 x 900 NVMe SSD,Yes,6.528
c8ib.24xlarge,Compute optimized,96,192 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,EBS only,Yes,6.53184
c8in.24xlarge,Compute optimized,96,192 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,150 Gigabit,EBS only,Yes,6.53184
c7a.32xlarge,Compute optimized,128,256 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,6.56896
r8i.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,40000 Megabit,EBS only,Yes,6.66816
x2idn.16xlarge,Memory optimized,64,1024 GiB,Intel Xeon Scalable (Icelake),64-bit,,NA,50 Gigabit,1 x 1900 NVMe SSD,Yes,6.669
x2iedn.8xlarge,Memory optimized,32,1024 GiB,Intel Xeon Scalable (Icelake),64-bit,,NA,25 Gigabit,1 x 950 NVMe SSD,Yes,6.669
x1.16xlarge,Memory optimized,64,976 GiB,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,,NA,High,1 x 1920 SSD,Yes,6.669
x1e.8xlarge,Memory optimized,32,976 GiB,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,,NA,Up to 10 Gigabit,1 x 960 SSD,Yes,6.672
x2iezn.8xlarge,Memory optimized,32,1024 GiB,Intel Xeon Platinum 8252,64-bit,,NA,75 Gigabit,EBS only,Yes,6.672
g6.24xlarge,GPU instance,96,384 GiB,AMD EPYC 7R13 Processor,64-bit,4,96 GB,50 Gigabit,4 X 940 GB NVMe SSD,Yes,6.6752
m6in.24xlarge,General purpose,96,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,150000 Megabit,EBS only,Yes,6.68304
r8ib.16xlarge,Memory optimized,64,512.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,66.66 Gigabit,EBS only,Yes,6.6944
r8in.16xlarge,Memory optimized,64,512.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,EBS only,Yes,6.6944
m8i.32xlarge,General purpose,128,512 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50000 Megabit,EBS only,Yes,6.77376
i2.8xlarge,Storage optimized,32,244 GiB,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,,NA,10 Gigabit,8 x 800 SSD,No,6.82
p5.4xlarge,GPU instance,16,256 GiB,AMD EPYC 7R13 Processor,64-bit,1,80 GB HBM3,100 Gigabit,1 x 3840 GB SSD,Yes,6.88
r5d.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Platinum 8175,64-bit,,NA,25 Gigabit,4 x 900 NVMe SSD,Yes,6.912
m8gn.24xlarge,General purpose,96,384 GiB,AWS Graviton4 Processor,64-bit,,NA,300 Gigabit,EBS only,Yes,6.984
m8gb.24xlarge,General purpose,96,384 GiB,AWS Graviton4 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,6.984
x8i.16xlarge,Memory optimized,64,1024 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,30000 Megabit,EBS only,Yes,7.00256
r8gd.24xlarge,Memory optimized,96,768 GiB,AWS Graviton4 Processor,64-bit,,NA,40 Gigabit,3 x 1900 NVMe SSD,Yes,7.05408
c8id.32xlarge,Compute optimized,128,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50000 Megabit,2 x 3800 NVMe SSD,Yes,7.09632
g7.12xlarge,GPU instance,48,192.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,2,64 GB,175 Gigabit,1x1900 GB NVMe SSD,Yes,7.12832
r5b.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,25 Gigabit,EBS only,Yes,7.152
r5n.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,100 Gigabit,EBS only,Yes,7.152
p2.8xlarge,GPU instance,32,488 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,8,NA,10 Gigabit,EBS only,Yes,7.2
r6id.24xlarge,Memory optimized,96,768 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,37500 Megabit,4 x 1425 NVMe SSD,Yes,7.2576
r6a.32xlarge,Memory optimized,128,1024 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,7.2576
c6in.32xlarge,Compute optimized,128,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,200000 Megabit,EBS only,Yes,7.2576
r7a.24xlarge,Memory optimized,96,768 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,37500 Megabit,EBS only,Yes,7.3032
c6a.48xlarge,Compute optimized,192,384 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,7.344
m7a.32xlarge,General purpose,128,512 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,7.41888
r8idb.16xlarge,Memory optimized,64,512.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,66.66 Gigabit,1 x 3800 NVMe SSD,Yes,7.50304
r8idn.16xlarge,Memory optimized,64,512.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,1 x 3800 NVMe SSD,Yes,7.50304
g6e.16xlarge,GPU instance,64,512 GiB,AMD EPYC 7R13 Processor,64-bit,1,48 GB,35 Gigabit,1 x 1900 GB NVMe SSD,Yes,7.57719
m6id.32xlarge,General purpose,128,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,4 x 1900 NVMe SSD,Yes,7.5936
m6idn.24xlarge,General purpose,96,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,150000 Megabit,4 x 1425 NVMe SSD,Yes,7.63776
c8g.48xlarge,Compute optimized,192,384 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,7.65696
r8a.24xlarge,Memory optimized,96,768 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,40000 Megabit,EBS only,Yes,7.66848
r8id.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,40000 Megabit,2 x 2850 NVMe SSD,Yes,7.98336
r5dn.24xlarge,Memory optimized,96,768 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,100 Gigabit,4 x 900 NVMe SSD,Yes,8.016
m8ib.24xlarge,General purpose,96,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,EBS only,Yes,8.01984
m8in.24xlarge,General purpose,96,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,150 Gigabit,EBS only,Yes,8.01984
r6i.32xlarge,Memory optimized,128,1024 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,EBS only,Yes,8.064
g5.24xlarge,GPU instance,96,384 GiB,AMD EPYC 7R32,64-bit,4,96 GB,50 Gigabit,1 x 3800 GB NVMe SSD,Yes,8.144
i8g.24xlarge,Storage optimized,96,768 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 56.25 Gigabit,6 x 3750GB,Yes,8.2368
i4i.24xlarge,Storage optimized,96,768 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,56250 Megabit,6 x 3750 NVMe SSD,Yes,8.2368
g7e.12xlarge,GPU instance,48,512 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,2,192 GB,400 Gigabit,1 x 3800 NVMe SSD,Yes,8.28608
m6a.48xlarge,General purpose,192,768 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,8.2944
c9g.48xlarge,Compute optimized,192,384.0 GiB,AWS Graviton5 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,8.34624
m8id.32xlarge,General purpose,128,512 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50000 Megabit,2 x 3800 NVMe SSD,Yes,8.35328
r6in.24xlarge,Memory optimized,96,768 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,150000 Megabit,EBS only,Yes,8.36784
i8ge.18xlarge,Storage optimized,72,576 GiB,AWS Graviton4 Processor,64-bit,,NA,112.5 Gigabit,6 x 7500 NVMe SSD,Yes,8.5428
c7i.48xlarge,Compute optimized,192,384 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,50000 Megabit,EBS only,Yes,8.568
m8g.48xlarge,General purpose,192,768 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,8.61696
c8in.32xlarge,Compute optimized,128,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,200 Gigabit,EBS only,Yes,8.70912
c8ib.32xlarge,Compute optimized,128,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,133.333 Gigabit,EBS only,Yes,8.70912
r8gn.24xlarge,Memory optimized,96,768 GiB,AWS Graviton4 Processor,64-bit,,NA,300 Gigabit,EBS only,Yes,8.7446
r8gb.24xlarge,Memory optimized,96,768 GiB,AWS Graviton4 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,8.74464
r8i.32xlarge,Memory optimized,128,1024 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50000 Megabit,EBS only,Yes,8.89088
m6in.32xlarge,General purpose,128,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,200000 Megabit,EBS only,Yes,8.91072
c8i.48xlarge,Compute optimized,192,384 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75000 Megabit,EBS only,Yes,8.99616
i7i.24xlarge,Storage optimized,96,768 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 56.25 Gigabit,6 x 3750 NVMe SSD,Yes,9.0605
m8idb.24xlarge,General purpose,96,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,2 x 2850 NVMe SSD,Yes,9.16512
m8idn.24xlarge,General purpose,96,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,150 Gigabit,2 x 2850 NVMe SSD,Yes,9.16512
i7ie.18xlarge,Storage optimized,72,576 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 75 Gigabit,6 x 7500 NVMe SSD,Yes,9.3564
r6idn.24xlarge,Memory optimized,96,768 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,150000 Megabit,4 x 1425 NVMe SSD,Yes,9.37872
x8g.24xlarge,Memory optimized,96,1536 GiB,AWS Graviton4 Processor,64-bit,,NA,40 Gigabit,EBS only,Yes,9.3792
m9g.48xlarge,General purpose,192,768 GiB,AWS Graviton5 Processor,64-bit,,NA,100000 Megabit,EBS only,Yes,9.39264
c8gd.48xlarge,Compute optimized,192,384 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,6 x 1900 NVMe SSD,Yes,9.40608
m7i.48xlarge,General purpose,192,768 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,50000 Megabit,EBS only,Yes,9.6768
r6id.32xlarge,Memory optimized,128,1024 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,4 x 1900 NVMe SSD,Yes,9.6768
r7a.32xlarge,Memory optimized,128,1024 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,9.7376
c7a.48xlarge,Compute optimized,192,384 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,9.85344
m8azn.24xlarge,General purpose,96,384 GiB,AMD EPYC 9575F,64-bit,,NA,200 Gigabit,EBS only,Yes,9.91008
x2idn.24xlarge,Memory optimized,96,1536 GiB,Intel Xeon Scalable (Icelake),64-bit,,NA,75 Gigabit,2 x 1425 NVMe SSD,Yes,10.0035
x2iezn.12xlarge,Memory optimized,48,1536 GiB,Intel Xeon Platinum 8252,64-bit,,NA,100 Gigabit,EBS only,Yes,10.008
r8in.24xlarge,Memory optimized,96,768.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,150 Gigabit,EBS only,Yes,10.0416
r8ib.24xlarge,Memory optimized,96,768.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,EBS only,Yes,10.0416
m8i.48xlarge,General purpose,192,768 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75000 Megabit,EBS only,Yes,10.16064
m6idn.32xlarge,General purpose,128,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,200000 Megabit,4 x 1900 NVMe SSD,Yes,10.18368
c9gd.48xlarge,Compute optimized,192,384.0 GiB,AWS Graviton5 Processor,64-bit,,NA,100 Gigabit,3 x 3800 NVMe SSD,Yes,10.2528
c8a.48xlarge,Compute optimized,192,384 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,75000 Megabit,EBS only,Yes,10.34592
g6e.12xlarge,GPU instance,48,384 GiB,AMD EPYC 7R13 Processor,64-bit,4,192 GB,100 Gigabit,2 x 1900 GB NVMe SSD,Yes,10.49264
x8i.24xlarge,Memory optimized,96,1536 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,40000 Megabit,EBS only,Yes,10.50384
r8id.32xlarge,Memory optimized,128,1024 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50000 Megabit,2 x 3800 NVMe SSD,Yes,10.64448
c8id.48xlarge,Compute optimized,192,384 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75000 Megabit,3 x 3800 NVMe SSD,Yes,10.64448
m8in.32xlarge,General purpose,128,512.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,200 Gigabit,EBS only,Yes,10.69312
m8ib.32xlarge,General purpose,128,512.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,133.33 Gigabit,EBS only,Yes,10.69312
i3en.24xlarge,Storage optimized,96,768 GiB,Intel Xeon Platinum 8175,64-bit,,NA,100 Gigabit,8 x 7500 NVMe SSD,Yes,10.848
r6a.48xlarge,Memory optimized,192,1536 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,10.8864
i4i.32xlarge,Storage optimized,128,1024 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,75000 Megabit,8 x 3750 SSD,Yes,10.9824
m8gd.48xlarge,General purpose,192,768 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,6 x 1900 NVMe SSD,Yes,11.07072
m7a.48xlarge,General purpose,192,768 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,11.12832
r6in.32xlarge,Memory optimized,128,1024 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,200000 Megabit,EBS only,Yes,11.15712
r8idn.24xlarge,Memory optimized,96,768.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,150 Gigabit,2 x 2850 NVMe SSD,Yes,11.25456
r8idb.24xlarge,Memory optimized,96,768.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,2 x 2850 NVMe SSD,Yes,11.25456
r8g.48xlarge,Memory optimized,192,1536 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,11.31072
